instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,trip_duration_cluster
6560,2011-10-05,4,0,10,21,0,3,1,1,0.5,0.4848,0.82,0.1045,28,173,201,Long Trip User
6561,2011-10-05,4,0,10,22,0,3,1,1,0.52,0.5,0.72,0.194,20,134,154,Long Trip User
6562,2011-10-05,4,0,10,23,0,3,1,1,0.5,0.4848,0.77,0.1045,9,64,73,Long Trip User
6563,2011-10-06,4,0,10,0,0,4,1,1,0.5,0.4848,0.72,0.194,6,34,40,Medium Trip User
6564,2011-10-06,4,0,10,1,0,4,1,1,0.48,0.4697,0.63,0.194,5,17,22,Short Trip User
6565,2011-10-06,4,0,10,2,0,4,1,1,0.46,0.4545,0.67,0.194,2,8,10,Short Trip User
6566,2011-10-06,4,0,10,3,0,4,1,1,0.44,0.4394,0.67,0.2239,1,4,5,Short Trip User
6567,2011-10-06,4,0,10,4,0,4,1,1,0.44,0.4394,0.62,0.2836,0,5,5,Short Trip User
6568,2011-10-06,4,0,10,5,0,4,1,1,0.42,0.4242,0.62,0.194,0,24,24,Short Trip User
6569,2011-10-06,4,0,10,6,0,4,1,1,0.4,0.4091,0.66,0.194,4,110,114,Long Trip User
6570,2011-10-06,4,0,10,7,0,4,1,1,0.42,0.4242,0.62,0.194,15,287,302,Long Trip User
6571,2011-10-06,4,0,10,8,0,4,1,1,0.44,0.4394,0.62,0.1642,20,437,457,Long Trip User
6572,2011-10-06,4,0,10,9,0,4,1,1,0.46,0.4545,0.63,0.194,20,188,208,Long Trip User
6573,2011-10-06,4,0,10,10,0,4,1,1,0.52,0.5,0.52,0.194,24,105,129,Long Trip User
6574,2011-10-06,4,0,10,11,0,4,1,1,0.54,0.5152,0.49,0.194,29,115,144,Long Trip User
6575,2011-10-06,4,0,10,12,0,4,1,1,0.56,0.5303,0.49,0.0896,46,180,226,Long Trip User
6576,2011-10-06,4,0,10,13,0,4,1,1,0.56,0.5303,0.46,0.0896,33,158,191,Long Trip User
6577,2011-10-06,4,0,10,14,0,4,1,1,0.58,0.5455,0.43,0.0896,56,139,195,Long Trip User
6578,2011-10-06,4,0,10,15,0,4,1,1,0.58,0.5455,0.46,0.1343,62,157,219,Long Trip User
6579,2011-10-06,4,0,10,16,0,4,1,1,0.58,0.5455,0.49,0.194,51,272,323,Long Trip User
6580,2011-10-06,4,0,10,17,0,4,1,1,0.56,0.5303,0.52,0.1343,63,505,568,Long Trip User
6581,2011-10-06,4,0,10,18,0,4,1,1,0.54,0.5152,0.64,0.0896,59,479,538,Long Trip User
6582,2011-10-06,4,0,10,19,0,4,1,1,0.52,0.5,0.59,0.1045,38,305,343,Long Trip User
6583,2011-10-06,4,0,10,20,0,4,1,1,0.5,0.4848,0.77,0.1045,29,231,260,Long Trip User
6584,2011-10-06,4,0,10,21,0,4,1,1,0.46,0.4545,0.88,0.0896,34,161,195,Long Trip User
6585,2011-10-06,4,0,10,22,0,4,1,1,0.46,0.4545,0.82,0.194,24,124,148,Long Trip User
6586,2011-10-06,4,0,10,23,0,4,1,1,0.44,0.4394,0.88,0.0896,18,81,99,Long Trip User
6587,2011-10-07,4,0,10,0,0,5,1,1,0.44,0.4394,0.88,0.194,19,48,67,Long Trip User
6588,2011-10-07,4,0,10,1,0,5,1,1,0.44,0.4394,0.88,0.194,3,25,28,Short Trip User
6589,2011-10-07,4,0,10,2,0,5,1,1,0.42,0.4242,0.88,0.194,0,5,5,Short Trip User
6590,2011-10-07,4,0,10,3,0,5,1,1,0.4,0.4091,0.87,0.194,1,9,10,Short Trip User
6591,2011-10-07,4,0,10,4,0,5,1,1,0.4,0.4091,0.87,0.1045,0,5,5,Short Trip User
6592,2011-10-07,4,0,10,5,0,5,1,1,0.42,0.4242,0.82,0.194,3,24,27,Short Trip User
6593,2011-10-07,4,0,10,6,0,5,1,1,0.42,0.4242,0.88,0.194,3,84,87,Long Trip User
6594,2011-10-07,4,0,10,7,0,5,1,1,0.42,0.4242,0.94,0.194,5,237,242,Long Trip User
6595,2011-10-07,4,0,10,8,0,5,1,1,0.46,0.4545,0.82,0.194,31,386,417,Long Trip User
6596,2011-10-07,4,0,10,9,0,5,1,1,0.48,0.4697,0.77,0.194,34,207,241,Long Trip User
6597,2011-10-07,4,0,10,10,0,5,1,1,0.52,0.5,0.68,0.0896,48,126,174,Long Trip User
6598,2011-10-07,4,0,10,11,0,5,1,1,0.56,0.5303,0.63,0.194,80,150,230,Long Trip User
6599,2011-10-07,4,0,10,12,0,5,1,1,0.6,0.6212,0.53,0.194,61,174,235,Long Trip User
6600,2011-10-07,4,0,10,13,0,5,1,1,0.6,0.6212,0.46,0.194,95,210,305,Long Trip User
6601,2011-10-07,4,0,10,14,0,5,1,1,0.62,0.6212,0.5,0.194,77,179,256,Long Trip User
6602,2011-10-07,4,0,10,15,0,5,1,1,0.66,0.6212,0.41,0.194,68,202,270,Long Trip User
6603,2011-10-07,4,0,10,16,0,5,1,1,0.64,0.6212,0.44,0.194,73,346,419,Long Trip User
6604,2011-10-07,4,0,10,17,0,5,1,1,0.6,0.6212,0.56,0.2537,101,462,563,Long Trip User
6605,2011-10-07,4,0,10,18,0,5,1,1,0.56,0.5303,0.6,0.0896,94,371,465,Long Trip User
6606,2011-10-07,4,0,10,19,0,5,1,1,0.56,0.5303,0.52,0.194,51,243,294,Long Trip User
6607,2011-10-07,4,0,10,20,0,5,1,1,0.54,0.5152,0.49,0.194,30,167,197,Long Trip User
6608,2011-10-07,4,0,10,21,0,5,1,1,0.5,0.4848,0.68,0.194,22,144,166,Long Trip User
6609,2011-10-07,4,0,10,22,0,5,1,1,0.5,0.4848,0.68,0.194,27,119,146,Long Trip User
6610,2011-10-07,4,0,10,23,0,5,1,1,0.5,0.4848,0.63,0.194,23,113,136,Long Trip User
6611,2011-10-08,4,0,10,0,0,6,0,1,0.48,0.4697,0.72,0.194,17,72,89,Long Trip User
6612,2011-10-08,4,0,10,1,0,6,0,1,0.46,0.4545,0.82,0.194,14,51,65,Long Trip User
6613,2011-10-08,4,0,10,2,0,6,0,1,0.46,0.4545,0.82,0.194,4,41,45,Medium Trip User
6614,2011-10-08,4,0,10,3,0,6,0,1,0.44,0.4394,0.88,0.194,4,16,20,Short Trip User
6615,2011-10-08,4,0,10,4,0,6,0,1,0.42,0.4242,0.94,0.1343,3,7,10,Short Trip User
6616,2011-10-08,4,0,10,5,0,6,0,1,0.42,0.4242,0.88,0.1045,1,7,8,Short Trip User
6617,2011-10-08,4,0,10,6,0,6,0,1,0.42,0.4242,0.94,0.194,6,16,22,Short Trip User
6618,2011-10-08,4,0,10,7,0,6,0,1,0.42,0.4242,0.94,0.0896,27,46,73,Long Trip User
6619,2011-10-08,4,0,10,8,0,6,0,1,0.46,0.4545,0.82,0.194,14,89,103,Long Trip User
6620,2011-10-08,4,0,10,9,0,6,0,1,0.5,0.4848,0.77,0.194,54,163,217,Long Trip User
6621,2011-10-08,4,0,10,10,0,6,0,1,0.52,0.5,0.77,0.194,120,217,337,Long Trip User
6622,2011-10-08,4,0,10,11,0,6,0,1,0.58,0.5455,0.56,0.194,176,221,397,Long Trip User
6623,2011-10-08,4,0,10,12,0,6,0,1,0.62,0.6212,0.35,0.194,191,255,446,Long Trip User
6624,2011-10-08,4,0,10,13,0,6,0,1,0.62,0.6212,0.46,0.1045,256,229,485,Long Trip User
6625,2011-10-08,4,0,10,14,0,6,0,1,0.62,0.6212,0.5,0.0896,251,214,465,Long Trip User
6626,2011-10-08,4,0,10,15,0,6,0,1,0.66,0.6212,0.39,0.194,262,234,496,Long Trip User
6627,2011-10-08,4,0,10,16,0,6,0,1,0.64,0.6212,0.44,0.0896,221,230,451,Long Trip User
6628,2011-10-08,4,0,10,17,0,6,0,1,0.62,0.6212,0.5,0.1343,174,219,393,Long Trip User
6629,2011-10-08,4,0,10,18,0,6,0,1,0.6,0.6212,0.46,0.1045,135,224,359,Long Trip User
6630,2011-10-08,4,0,10,19,0,6,0,1,0.54,0.5152,0.68,0.1343,76,172,248,Long Trip User
6631,2011-10-08,4,0,10,20,0,6,0,1,0.52,0.5,0.77,0.1045,78,124,202,Long Trip User
6632,2011-10-08,4,0,10,21,0,6,0,1,0.52,0.5,0.77,0.194,54,133,187,Long Trip User
6633,2011-10-08,4,0,10,22,0,6,0,1,0.5,0.4848,0.77,0.194,45,104,149,Long Trip User
6634,2011-10-08,4,0,10,23,0,6,0,1,0.48,0.4697,0.88,0.194,52,90,142,Long Trip User
6635,2011-10-09,4,0,10,0,0,0,0,1,0.46,0.4545,0.88,0.0896,46,83,129,Long Trip User
6636,2011-10-09,4,0,10,1,0,0,0,1,0.46,0.4545,0.88,0.194,15,63,78,Long Trip User
6637,2011-10-09,4,0,10,2,0,0,0,1,0.46,0.4545,0.88,0.194,20,35,55,Medium Trip User
6638,2011-10-09,4,0,10,3,0,0,0,1,0.44,0.4394,0.88,0.194,10,20,30,Medium Trip User
6639,2011-10-09,4,0,10,4,0,0,0,1,0.44,0.4394,0.88,0.194,7,7,14,Short Trip User
6640,2011-10-09,4,0,10,5,0,0,0,1,0.44,0.4394,0.88,0.194,1,14,15,Short Trip User
6641,2011-10-09,4,0,10,6,0,0,0,1,0.44,0.4394,0.88,0.194,7,14,21,Short Trip User
6642,2011-10-09,4,0,10,7,0,0,0,1,0.44,0.4394,0.86,0.194,18,26,44,Medium Trip User
6643,2011-10-09,4,0,10,8,0,0,0,1,0.46,0.4545,0.88,0.194,25,82,107,Long Trip User
6644,2011-10-09,4,0,10,9,0,0,0,1,0.5,0.4848,0.77,0.194,66,119,185,Long Trip User
6645,2011-10-09,4,0,10,10,0,0,0,1,0.56,0.5303,0.68,0.0896,155,210,365,Long Trip User
6646,2011-10-09,4,0,10,11,0,0,0,1,0.62,0.6212,0.53,0.0896,189,234,423,Long Trip User
6647,2011-10-09,4,0,10,12,0,0,0,1,0.64,0.6212,0.44,0.0896,212,243,455,Long Trip User
6648,2011-10-09,4,0,10,13,0,0,0,1,0.66,0.6212,0.44,0.0896,225,193,418,Long Trip User
6649,2011-10-09,4,0,10,14,0,0,0,1,0.68,0.6364,0.47,0.1642,272,228,500,Long Trip User
6650,2011-10-09,4,0,10,15,0,0,0,1,0.68,0.6364,0.51,0.1642,198,209,407,Long Trip User
6651,2011-10-09,4,0,10,16,0,0,0,1,0.66,0.6212,0.5,0.1343,223,247,470,Long Trip User
6652,2011-10-09,4,0,10,17,0,0,0,1,0.62,0.6061,0.61,0.1045,208,230,438,Long Trip User
6653,2011-10-09,4,0,10,18,0,0,0,1,0.64,0.6212,0.5,0.1045,186,228,414,Long Trip User
6654,2011-10-09,4,0,10,19,0,0,0,1,0.56,0.5303,0.73,0.0896,116,186,302,Long Trip User
6655,2011-10-09,4,0,10,20,0,0,0,1,0.56,0.5303,0.73,0.1045,59,134,193,Long Trip User
6656,2011-10-09,4,0,10,21,0,0,0,1,0.54,0.5152,0.83,0.1045,53,120,173,Long Trip User
6657,2011-10-09,4,0,10,22,0,0,0,2,0.52,0.5,0.94,0.1642,48,104,152,Long Trip User
6658,2011-10-09,4,0,10,23,0,0,0,1,0.5,0.4848,0.88,0.1045,38,85,123,Long Trip User
6659,2011-10-10,4,0,10,0,1,1,0,1,0.5,0.4848,0.94,0.194,11,42,53,Medium Trip User
6660,2011-10-10,4,0,10,1,1,1,0,1,0.48,0.4697,0.88,0.194,4,30,34,Medium Trip User
6661,2011-10-10,4,0,10,2,1,1,0,1,0.48,0.4697,0.88,0.194,4,15,19,Short Trip User
6662,2011-10-10,4,0,10,3,1,1,0,1,0.46,0.4545,0.88,0.194,2,9,11,Short Trip User
6663,2011-10-10,4,0,10,4,1,1,0,1,0.46,0.4545,0.94,0.194,2,4,6,Short Trip User
6664,2011-10-10,4,0,10,5,1,1,0,1,0.46,0.4545,0.94,0.194,2,19,21,Short Trip User
6665,2011-10-10,4,0,10,6,1,1,0,1,0.44,0.4394,0.94,0.194,5,39,44,Medium Trip User
6666,2011-10-10,4,0,10,7,1,1,0,1,0.46,0.4545,0.88,0.194,12,102,114,Long Trip User
6667,2011-10-10,4,0,10,8,1,1,0,1,0.52,0.5,0.83,0.194,27,227,254,Long Trip User
6668,2011-10-10,4,0,10,9,1,1,0,1,0.54,0.5152,0.77,0.194,58,161,219,Long Trip User
6669,2011-10-10,4,0,10,10,1,1,0,1,0.56,0.5303,0.73,0.1642,107,158,265,Long Trip User
6670,2011-10-10,4,0,10,11,1,1,0,1,0.62,0.6061,0.69,0.0896,139,183,322,Long Trip User
6671,2011-10-10,4,0,10,12,1,1,0,2,0.7,0.6515,0.48,0.0896,164,201,365,Long Trip User
6672,2011-10-10,4,0,10,13,1,1,0,1,0.72,0.6515,0.37,0.194,146,219,365,Long Trip User
6673,2011-10-10,4,0,10,14,1,1,0,1,0.74,0.6515,0.37,0.194,147,223,370,Long Trip User
6674,2011-10-10,4,0,10,15,1,1,0,2,0.72,0.6515,0.42,0.1045,130,254,384,Long Trip User
6675,2011-10-10,4,0,10,16,1,1,0,2,0.7,0.6364,0.45,0.0896,154,248,402,Long Trip User
6676,2011-10-10,4,0,10,17,1,1,0,2,0.66,0.6212,0.54,0.1045,125,334,459,Long Trip User
6677,2011-10-10,4,0,10,18,1,1,0,2,0.64,0.6212,0.53,0.1642,108,365,473,Long Trip User
6678,2011-10-10,4,0,10,19,1,1,0,2,0.58,0.5455,0.78,0.0896,69,267,336,Long Trip User
6679,2011-10-10,4,0,10,20,1,1,0,1,0.6,0.5909,0.73,0.194,37,188,225,Long Trip User
6680,2011-10-10,4,0,10,21,1,1,0,1,0.56,0.5303,0.88,0.0896,27,148,175,Long Trip User
6681,2011-10-10,4,0,10,22,1,1,0,1,0.56,0.5303,0.88,0.0896,22,104,126,Long Trip User
6682,2011-10-10,4,0,10,23,1,1,0,2,0.54,0.5152,0.88,0.1045,12,63,75,Long Trip User
6683,2011-10-11,4,0,10,0,0,2,1,2,0.54,0.5152,0.88,0.1642,14,16,30,Medium Trip User
6684,2011-10-11,4,0,10,1,0,2,1,2,0.52,0.5,0.94,0.0896,2,9,11,Short Trip User
6685,2011-10-11,4,0,10,2,0,2,1,2,0.52,0.5,0.94,0.1343,1,4,5,Short Trip User
6686,2011-10-11,4,0,10,3,0,2,1,2,0.52,0.5,0.88,0.1045,2,1,3,Short Trip User
6687,2011-10-11,4,0,10,4,0,2,1,2,0.52,0.5,0.88,0.1343,0,5,5,Short Trip User
6688,2011-10-11,4,0,10,5,0,2,1,2,0.52,0.5,0.88,0.1642,0,20,20,Short Trip User
6689,2011-10-11,4,0,10,6,0,2,1,1,0.52,0.5,0.83,0.0896,9,114,123,Long Trip User
6690,2011-10-11,4,0,10,7,0,2,1,2,0.52,0.5,0.88,0.0896,19,333,352,Long Trip User
6691,2011-10-11,4,0,10,8,0,2,1,2,0.56,0.5303,0.83,0.1045,31,375,406,Long Trip User
6692,2011-10-11,4,0,10,9,0,2,1,2,0.6,0.5909,0.69,0.1642,40,195,235,Long Trip User
6693,2011-10-11,4,0,10,10,0,2,1,2,0.6,0.5909,0.69,0.1343,38,111,149,Long Trip User
6694,2011-10-11,4,0,10,11,0,2,1,2,0.6,0.5909,0.73,0.1642,31,92,123,Long Trip User
6695,2011-10-11,4,0,10,12,0,2,1,2,0.6,0.5909,0.73,0.1642,51,130,181,Long Trip User
6696,2011-10-11,4,0,10,13,0,2,1,2,0.6,0.5909,0.73,0.194,42,138,180,Long Trip User
6697,2011-10-11,4,0,10,14,0,2,1,3,0.6,0.5909,0.73,0.1045,54,117,171,Long Trip User
6698,2011-10-11,4,0,10,15,0,2,1,2,0.6,0.5758,0.78,0.1642,36,139,175,Long Trip User
6699,2011-10-11,4,0,10,16,0,2,1,2,0.6,0.5909,0.73,0.1642,63,257,320,Long Trip User
6700,2011-10-11,4,0,10,17,0,2,1,2,0.6,0.5758,0.78,0.2537,70,534,604,Long Trip User
6701,2011-10-11,4,0,10,18,0,2,1,2,0.6,0.5758,0.78,0.2239,46,493,539,Long Trip User
6702,2011-10-11,4,0,10,19,0,2,1,2,0.58,0.5455,0.83,0.2239,33,285,318,Long Trip User
6703,2011-10-11,4,0,10,20,0,2,1,2,0.58,0.5455,0.83,0.2239,31,203,234,Long Trip User
6704,2011-10-11,4,0,10,21,0,2,1,2,0.58,0.5455,0.78,0.194,17,158,175,Long Trip User
6705,2011-10-11,4,0,10,22,0,2,1,2,0.56,0.5303,0.83,0.194,27,120,147,Long Trip User
6706,2011-10-11,4,0,10,23,0,2,1,2,0.56,0.5303,0.83,0.2836,10,47,57,Medium Trip User
6707,2011-10-12,4,0,10,0,0,3,1,2,0.56,0.5303,0.83,0.1343,2,23,25,Short Trip User
6708,2011-10-12,4,0,10,1,0,3,1,3,0.56,0.5303,0.83,0.1343,2,8,10,Short Trip User
6709,2011-10-12,4,0,10,2,0,3,1,2,0.56,0.5303,0.83,0.2836,0,2,2,Short Trip User
6710,2011-10-12,4,0,10,3,0,3,1,3,0.54,0.5152,0.94,0.2985,0,2,2,Short Trip User
6711,2011-10-12,4,0,10,4,0,3,1,3,0.54,0.5152,0.94,0.3881,1,6,7,Short Trip User
6712,2011-10-12,4,0,10,5,0,3,1,2,0.54,0.5152,0.88,0.3284,0,22,22,Short Trip User
6713,2011-10-12,4,0,10,6,0,3,1,2,0.54,0.5152,0.88,0.2537,5,107,112,Long Trip User
6714,2011-10-12,4,0,10,7,0,3,1,2,0.54,0.5152,0.88,0.3881,15,244,259,Long Trip User
6715,2011-10-12,4,0,10,8,0,3,1,2,0.54,0.5152,0.88,0.3881,27,377,404,Long Trip User
6716,2011-10-12,4,0,10,9,0,3,1,2,0.54,0.5152,0.88,0.4478,14,183,197,Long Trip User
6717,2011-10-12,4,0,10,10,0,3,1,2,0.54,0.5152,0.88,0.3881,15,98,113,Long Trip User
6718,2011-10-12,4,0,10,11,0,3,1,3,0.54,0.5152,0.94,0.3284,18,102,120,Long Trip User
6719,2011-10-12,4,0,10,12,0,3,1,3,0.54,0.5152,0.88,0.3284,9,53,62,Long Trip User
6720,2011-10-12,4,0,10,13,0,3,1,3,0.54,0.5152,0.88,0.2239,25,76,101,Long Trip User
6721,2011-10-12,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.2836,8,70,78,Long Trip User
6722,2011-10-12,4,0,10,15,0,3,1,3,0.54,0.5152,0.94,0.2537,3,42,45,Medium Trip User
6723,2011-10-12,4,0,10,16,0,3,1,2,0.56,0.5303,0.88,0.2239,5,50,55,Medium Trip User
6724,2011-10-12,4,0,10,17,0,3,1,3,0.54,0.5152,0.94,0.2239,16,235,251,Long Trip User
6725,2011-10-12,4,0,10,18,0,3,1,3,0.54,0.5152,0.94,0.1343,11,161,172,Long Trip User
6726,2011-10-12,4,0,10,19,0,3,1,3,0.54,0.5152,0.94,0.1343,7,102,109,Long Trip User
6727,2011-10-12,4,0,10,20,0,3,1,3,0.54,0.5152,0.94,0.1045,9,81,90,Long Trip User
6728,2011-10-12,4,0,10,21,0,3,1,3,0.54,0.5152,1.0,0.1045,9,74,83,Long Trip User
6729,2011-10-12,4,0,10,22,0,3,1,3,0.54,0.5152,0.94,0.0896,3,40,43,Medium Trip User
6730,2011-10-12,4,0,10,23,0,3,1,3,0.54,0.5152,0.94,0.0896,13,41,54,Medium Trip User
6731,2011-10-13,4,0,10,0,0,4,1,2,0.54,0.5152,0.94,0.1343,1,14,15,Short Trip User
6732,2011-10-13,4,0,10,1,0,4,1,2,0.54,0.5152,0.94,0.1642,3,9,12,Short Trip User
6733,2011-10-13,4,0,10,2,0,4,1,2,0.54,0.5152,0.94,0.1642,0,4,4,Short Trip User
6734,2011-10-13,4,0,10,3,0,4,1,2,0.54,0.5152,1.0,0.194,2,4,6,Short Trip User
6735,2011-10-13,4,0,10,4,0,4,1,2,0.54,0.5152,1.0,0.1045,2,5,7,Short Trip User
6736,2011-10-13,4,0,10,5,0,4,1,2,0.54,0.5152,1.0,0.1045,1,16,17,Short Trip User
6737,2011-10-13,4,0,10,6,0,4,1,3,0.54,0.5152,1.0,0.0896,1,51,52,Medium Trip User
6738,2011-10-13,4,0,10,7,0,4,1,3,0.54,0.5152,1.0,0.1343,5,76,81,Long Trip User
6739,2011-10-13,4,0,10,8,0,4,1,3,0.54,0.5152,1.0,0.0896,10,199,209,Long Trip User
6740,2011-10-13,4,0,10,9,0,4,1,3,0.56,0.5303,1.0,0.1045,3,106,109,Long Trip User
6741,2011-10-13,4,0,10,10,0,4,1,3,0.56,0.5303,1.0,0.1343,16,53,69,Long Trip User
6742,2011-10-13,4,0,10,11,0,4,1,2,0.62,0.5758,0.83,0.1642,8,76,84,Long Trip User
6743,2011-10-13,4,0,10,12,0,4,1,2,0.62,0.5606,0.88,0.1642,10,95,105,Long Trip User
6744,2011-10-13,4,0,10,13,0,4,1,2,0.64,0.5758,0.83,0.1642,20,142,162,Long Trip User
6745,2011-10-13,4,0,10,14,0,4,1,1,0.66,0.6061,0.78,0.194,22,111,133,Long Trip User
6746,2011-10-13,4,0,10,15,0,4,1,1,0.66,0.6061,0.78,0.194,27,128,155,Long Trip User
6747,2011-10-13,4,0,10,16,0,4,1,1,0.66,0.6212,0.74,0.2239,36,240,276,Long Trip User
6748,2011-10-13,4,0,10,17,0,4,1,3,0.62,0.5758,0.83,0.2537,47,432,479,Long Trip User
6749,2011-10-13,4,0,10,18,0,4,1,3,0.62,0.5758,0.83,0.2537,20,248,268,Long Trip User
6750,2011-10-13,4,0,10,19,0,4,1,2,0.62,0.5758,0.83,0.1642,18,187,205,Long Trip User
6751,2011-10-13,4,0,10,20,0,4,1,1,0.62,0.5758,0.83,0.2836,15,166,181,Long Trip User
6752,2011-10-13,4,0,10,21,0,4,1,1,0.62,0.5758,0.83,0.194,8,115,123,Long Trip User
6753,2011-10-13,4,0,10,22,0,4,1,1,0.62,0.5758,0.83,0.194,13,101,114,Long Trip User
6754,2011-10-13,4,0,10,23,0,4,1,2,0.58,0.5455,0.88,0.194,2,45,47,Medium Trip User
6755,2011-10-14,4,0,10,0,0,5,1,1,0.58,0.5455,0.94,0.0896,10,29,39,Medium Trip User
6756,2011-10-14,4,0,10,1,0,5,1,1,0.58,0.5455,0.94,0.1343,8,16,24,Short Trip User
6757,2011-10-14,4,0,10,2,0,5,1,1,0.56,0.5303,0.94,0.1642,0,6,6,Short Trip User
6758,2011-10-14,4,0,10,3,0,5,1,1,0.56,0.5303,0.94,0.1343,1,6,7,Short Trip User
6759,2011-10-14,4,0,10,4,0,5,1,1,0.56,0.5303,0.94,0.194,0,8,8,Short Trip User
6760,2011-10-14,4,0,10,5,0,5,1,2,0.56,0.5303,0.94,0.1642,0,17,17,Short Trip User
6761,2011-10-14,4,0,10,6,0,5,1,3,0.56,0.5303,0.88,0.194,4,90,94,Long Trip User
6762,2011-10-14,4,0,10,7,0,5,1,3,0.56,0.5303,0.88,0.194,10,137,147,Long Trip User
6763,2011-10-14,4,0,10,8,0,5,1,2,0.56,0.5303,0.9,0.1642,23,186,209,Long Trip User
6764,2011-10-14,4,0,10,9,0,5,1,2,0.56,0.5303,0.94,0.2239,16,164,180,Long Trip User
6765,2011-10-14,4,0,10,10,0,5,1,3,0.54,0.5152,0.88,0.3582,17,108,125,Long Trip User
6766,2011-10-14,4,0,10,11,0,5,1,3,0.52,0.5,0.88,0.1642,11,76,87,Long Trip User
6767,2011-10-14,4,0,10,12,0,5,1,3,0.52,0.5,0.88,0.1642,13,62,75,Long Trip User
6768,2011-10-14,4,0,10,13,0,5,1,1,0.56,0.5303,0.73,0.3582,18,114,132,Long Trip User
6769,2011-10-14,4,0,10,14,0,5,1,1,0.62,0.6212,0.43,0.3582,37,119,156,Long Trip User
6770,2011-10-14,4,0,10,15,0,5,1,1,0.62,0.6212,0.43,0.2836,61,169,230,Long Trip User
6771,2011-10-14,4,0,10,16,0,5,1,1,0.6,0.6212,0.43,0.2239,80,264,344,Long Trip User
6772,2011-10-14,4,0,10,17,0,5,1,1,0.58,0.5455,0.46,0.4179,55,426,481,Long Trip User
6773,2011-10-14,4,0,10,18,0,5,1,1,0.54,0.5152,0.39,0.2836,62,361,423,Long Trip User
6774,2011-10-14,4,0,10,19,0,5,1,1,0.54,0.5152,0.39,0.3284,27,221,248,Long Trip User
6775,2011-10-14,4,0,10,20,0,5,1,1,0.52,0.5,0.42,0.194,19,177,196,Long Trip User
6776,2011-10-14,4,0,10,21,0,5,1,1,0.5,0.4848,0.45,0.194,22,156,178,Long Trip User
6777,2011-10-14,4,0,10,22,0,5,1,1,0.46,0.4545,0.59,0.2239,20,123,143,Long Trip User
6778,2011-10-14,4,0,10,23,0,5,1,1,0.46,0.4545,0.59,0.1642,15,80,95,Long Trip User
6779,2011-10-15,4,0,10,0,0,6,0,1,0.46,0.4545,0.55,0.1045,18,88,106,Long Trip User
6780,2011-10-15,4,0,10,1,0,6,0,1,0.46,0.4545,0.55,0.2537,9,64,73,Long Trip User
6781,2011-10-15,4,0,10,2,0,6,0,1,0.46,0.4545,0.59,0.194,17,39,56,Medium Trip User
6782,2011-10-15,4,0,10,3,0,6,0,1,0.44,0.4394,0.62,0.194,5,18,23,Short Trip User
6783,2011-10-15,4,0,10,4,0,6,0,1,0.42,0.4242,0.67,0.1343,0,6,6,Short Trip User
6784,2011-10-15,4,0,10,5,0,6,0,1,0.42,0.4242,0.71,0.1642,1,6,7,Short Trip User
6785,2011-10-15,4,0,10,6,0,6,0,1,0.4,0.4091,0.71,0.194,5,15,20,Short Trip User
6786,2011-10-15,4,0,10,7,0,6,0,1,0.4,0.4091,0.76,0.1045,17,40,57,Medium Trip User
6787,2011-10-15,4,0,10,8,0,6,0,1,0.46,0.4545,0.59,0.2836,24,101,125,Long Trip User
6788,2011-10-15,4,0,10,9,0,6,0,1,0.52,0.5,0.48,0.2985,50,157,207,Long Trip User
6789,2011-10-15,4,0,10,10,0,6,0,1,0.54,0.5152,0.45,0.4478,115,207,322,Long Trip User
6790,2011-10-15,4,0,10,11,0,6,0,1,0.56,0.5303,0.4,0.3881,153,221,374,Long Trip User
6791,2011-10-15,4,0,10,12,0,6,0,1,0.58,0.5455,0.35,0.5522,195,261,456,Long Trip User
6792,2011-10-15,4,0,10,13,0,6,0,1,0.6,0.6212,0.35,0.4627,171,223,394,Long Trip User
6793,2011-10-15,4,0,10,14,0,6,0,1,0.6,0.6212,0.33,0.4627,242,230,472,Long Trip User
6794,2011-10-15,4,0,10,15,0,6,0,1,0.62,0.6212,0.31,0.4925,166,211,377,Long Trip User
6795,2011-10-15,4,0,10,16,0,6,0,1,0.62,0.6212,0.29,0.3881,179,264,443,Long Trip User
6796,2011-10-15,4,0,10,17,0,6,0,1,0.58,0.5455,0.32,0.2836,177,264,441,Long Trip User
6797,2011-10-15,4,0,10,18,0,6,0,1,0.54,0.5152,0.39,0.194,121,251,372,Long Trip User
6798,2011-10-15,4,0,10,19,0,6,0,1,0.5,0.4848,0.51,0.1343,61,177,238,Long Trip User
6799,2011-10-15,4,0,10,20,0,6,0,1,0.5,0.4848,0.48,0.1343,42,137,179,Long Trip User
6800,2011-10-15,4,0,10,21,0,6,0,1,0.5,0.4848,0.42,0.2239,53,115,168,Long Trip User
6801,2011-10-15,4,0,10,22,0,6,0,1,0.5,0.4848,0.36,0.1343,45,121,166,Long Trip User
6802,2011-10-15,4,0,10,23,0,6,0,1,0.48,0.4697,0.41,0.1642,33,102,135,Long Trip User
6803,2011-10-16,4,0,10,0,0,0,0,1,0.46,0.4545,0.44,0.1343,22,85,107,Long Trip User
6804,2011-10-16,4,0,10,1,0,0,0,1,0.44,0.4394,0.47,0.1343,13,64,77,Long Trip User
